Mês ;Unidade;Prefeitura regional;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
Fevereiro;SMUL/SEGUR-2        ;BUTANTA                       ;2017.02.414-00;2016-0.275.055-2;ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;20/12/2016;171.021.0221-5;NR3; ZCP-A/002 / ZEIS-3/W014;ZONA DE CENTRALIDADE POLAR - A.;PARAISOPOLIS;;RUBI EMPREENDIMENTOS IMOBILIARIOS LTDA - EPP;;AV  GIOVANNI GRONCHI 003108 ;06/02/2017;DERCIO TOYOYOSHI;;;;
Fevereiro;SMUL/SEGUR-2        ;BUTANTA                       ;2017.02.415-00;2016-0.275.055-2;ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;20/12/2016;171.021.0221-5;NR3; ZCP-A/002 / ZEIS-3/W014;ZONA DE CENTRALIDADE POLAR - A.;PARAISOPOLIS;;RUBI EMPREENDIMENTOS IMOBILIARIOS LTDA - EPP;;AV  GIOVANNI GRONCHI 003108 ;06/02/2017;DERCIO TOYOYOSHI;;;;
Fevereiro;SMUL/SEGUR-2        ;BUTANTA                       ;2017.02.416-00;2016-0.275.055-2;ALVARA DE FUNCIONAMENTO DE SISTEMA DE SEGURANCA;20/12/2016;171.021.0221-5;NR3; ZCP-A/002 / ZEIS-3/W014;ZONA DE CENTRALIDADE POLAR - A.;PARAISOPOLIS;;RUBI EMPREENDIMENTOS IMOBILIARIOS LTDA - EPP;;AV  GIOVANNI GRONCHI 003108 ;06/02/2017;DERCIO TOYOYOSHI;;;;
Fevereiro;SMUL/SEGUR-2        ;CAMPO LIMPO                   ;2017.02.274-00;2016-0.105.625-3;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;06/05/2016;170.166.0041-5;NR2-06; ZEIS-1/W050;ZONA MISTA DE ALTA DENSIDADE - A.;PARAISOPOLIS;;ASSOCIACAO CRESCER SEMPRE;;R   PASQUALE GALLUPI 000928 ;02/02/2017;;;RONALDO OCANA;;
Fevereiro;SMUL/SEGUR-2        ;CAMPO LIMPO                   ;2017.02.275-00;2016-0.105.625-3;ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;06/05/2016;170.166.0041-5;NR2-06; ZEIS-1/W050;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;PARAISOPOLIS;;ASSOCIACAO CRESCER SEMPRE;;R   PASQUALE GALLUPI 000928 ;02/02/2017;;;RONALDO OCANA;;
Fevereiro;SMUL/SEGUR-2        ;CAPELA DO SOCORRO             ;2017.00.136-01;2012-0.252.666-3;APOSTILAMENTO DE AUTO DE VERIFICACAO DE SEGURANCA;31/08/2012;093.028.0102-0;NR3;;Z6-046.;SOCORRO;;COOPERPAM- COOP DOS TRAB  AUTONOMOS EM TRANSPORTE DE S PAULO;;R   OLIVIA GUEDES PENTEADO 01307 ;22/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;CASA VERDE/ CACHOEIRINHA       ;2017.02.421-00;2016-0.274.008-5;AUTO DE VERIFICACAO DE SEGURANCA;19/12/2016;075.052.0165-4;"NR1-06; NR2-05"; ZC;Z2.;BAIRRO DO LIMAO;;CRIANCA & CIA BERCARIO E EDUCACAO INFANTIL LTDA - EPP;;AV  DEPUTADO EMILIO CARLOS 620 632 644;06/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;GUAIANASES                    ;2014.24.772-01;2016-0.269.001-0;APOSTILAMENTO DE AUTO DE VERIFICACAO DE SEGURANCA;06/12/2016;115.299.0035-1;NR2-02; ZEIS-1/L138;Z2.;PQCENTRAL/GUAIANAZES;;MAURO COM DE PISOS E AZULEJOS LTDA;;R   LUIS MATEUS 00049 ;06/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;JABAQUARA                     ;2017.02.593-00;2015-0.312.296-0;AUTO DE VERIFICACAO DE SEGURANCA;24/11/2015;091.592.0002-2;NR2-02;;Z3-241.;JABAQUARA;;COMPANHIA BRASILEIRA DE DISTRIBUICAO;;AV  ENGO ARMANDO DE ARRUDA PEREIRA 002022 ;08/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;LAPA                          ;2017.03.570-00;2006-0.287.048-4;CERTIFICADO DE ACESSIBILIDADE;25/10/2006;097.041.0002-7;NR2-28; ZPI/005;Z6-015.;LAPA;;IND E COM METALURGICA ATLAS S/A;;AV  JOSE CESAR DE OLIVEIRA 00021 111 /;22/02/2017;GLAUCIA SOUSA LEMOS INFANTE;;GLAUCIA SOUSA LEMOS INFANTE;;
Fevereiro;SMUL/SEGUR-2        ;MOOCA                         ;2017.01.223-01;2011-0.279.669-3;APOSTILAMENTO DE AUTO DE VERIFICACAO DE SEGURANCA;30/09/2011;025.005.0077-2;"NR1-12; NR2-09";;Z4-020.;BRAS;;MASAHIRO UEHARA;;R   MENDES JUNIOR 00384 ;15/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;MOOCA                         ;2017.02.420-00;2002-0.062.642-2;AUTO DE VERIFICACAO DE SEGURANCA;26/03/2002;028.023.0227-2;NR2-02; ZCP-B/010;Z4-030.;MOOCA;;FUNDACAO DOS ECONOMIARIOS FEDERAIS;;R   DA MOOCA 01983 ;06/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;MOOCA                         ;2017.03.664-00;2017-0.006.948-5;AUTO DE VERIFICACAO DE SEGURANCA;12/01/2017;017.066.0034-8;NR1-02; ZDE-1;Z2.;PARI;;NOVA PARI CENTER EMPREEND E PARTICIPACOES LTDA;;R   HANNEMANN 00335 ;23/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;MOOCA                         ;2017.03.684-00;2009-0.102.613-8;RECONSIDERACAO DE DESPACHO DE AUTO DE VERIFICACAO DE SEGURANCA;03/04/2009;025.061.0084-9;"NR3-01; NR1-02"; ZCP-B/004;Z4-020.;BRAS;;LOJAS GLOBAL LTDA;;R   BRIGADEIRO MACHADO 175 215;23/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;PINHEIROS                     ;2017.02.535-00;2016-0.243.231-3;AUTO DE VERIFICACAO DE SEGURANCA;31/10/2016;015.044.0242-1;NR2-09; ZM-3B/009;ZONA MISTA DE ALTA DENSIDADE - B.;PINHEIROS;;REC SS PINHEIROS EMPREENDIMENTOS S/A;;AV  PEDROSO DE MORAIS 00613 ;07/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;PINHEIROS                     ;2017.02.592-00;2011-0.252.076-0;CERTIFICADO DE ACESSIBILIDADE;06/09/2011;015.060.0110-6;NR1-04;;ZONA MISTA DE ALTA DENSIDADE - B.;PINHEIROS;;BRPR IV EMPREENDIMENTOS E PARTICIPACOES LTDA;;R   DR FERNANDES COELHO 00064 ;08/02/2017;DIANA KOGA OLIVEIRA;;DIANA KOGA OLIVEIRA;;
Fevereiro;SMUL/SEGUR-2        ;PINHEIROS                     ;2017.02.992-00;2016-0.226.418-6;ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;06/10/2016;014.058.0003-8;NR3; EETU / ZCL-B LINDEIRA A ZM-3B;Z3-151.;JARDIM PAULISTA;;VERPARINVEST SA;;R   PAMPLONA 01704 ;14/02/2017;"RENATO ANTONIO NAHAS; RAFAEL BENINI";;"RENATO ANTONIO NAHAS; RAFAEL BENINI";;
Fevereiro;SMUL/SEGUR-2        ;PINHEIROS                     ;2017.02.993-00;2016-0.226.418-6;ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;06/10/2016;014.058.0003-8;NR3; EETU / ZCL-B LINDEIRA A ZM-3B;Z3-151.;JARDIM PAULISTA;;VERPARINVEST SA;;R   PAMPLONA 01704 ;14/02/2017;RENATO ANTONIO NAHAS;;RENATO ANTONIO NAHAS;;
Fevereiro;SMUL/SEGUR-2        ;PINHEIROS                     ;2017.03.774-00;2016-0.092.205-4;AUTO DE VERIFICACAO DE SEGURANCA;18/04/2016;015.008.0430-4;NR2-02; EETU;Z4-035.;PINHEIROS;;COMPANHIA BRASILEIRA DE DISTRIBUICAO;;R   TEODORO SAMPAIO 01933 ;24/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;SANTANA/ TUCURUVI              ;2017.03.666-00;2016-0.274.044-1;ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;19/12/2016;072.122.0075-1;NR1-04; ZCP-B/005;Z3-044.;SANTANA;;BRASILIA TRADE CENTER EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   AMARAL GAMA 00380 ;23/02/2017;"ADILSON CARDOSO DE LEMOS; CASSIO LUIZ CACCIA";;"ADILSON CARDOSO DE LEMOS; CASSIO LUIZ CACCIA";;
Fevereiro;SMUL/SEGUR-2        ;SANTANA/ TUCURUVI              ;2017.03.667-00;2016-0.274.044-1;ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;19/12/2016;072.122.0075-1;NR1-04; ZCP-B/005;Z3-044.;SANTANA;;BRASILIA TRADE CENTER EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   AMARAL GAMA 00380 ;23/02/2017;"ADILSON CARDOSO DE LEMOS; CASSIO LUIZ CACCIA";;"ADILSON CARDOSO DE LEMOS; CASSIO LUIZ CACCIA";;
Fevereiro;SMUL/SEGUR-2        ;SANTANA/ TUCURUVI              ;2017.03.670-00;2016-0.274.044-1;ALVARA DE FUNCIONAMENTO DE SISTEMA DE SEGURANCA;19/12/2016;072.122.0075-1;NR1-04; ZCP-B/005;Z3-044.;SANTANA;;BRASILIA TRADE CENTER EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   AMARAL GAMA 00380 ;23/02/2017;"ADILSON CARDOSO DE LEMOS; CASSIO LUIZ CACCIA";;"ADILSON CARDOSO DE LEMOS; CASSIO LUIZ CACCIA";;
Fevereiro;SMUL/SEGUR-2        ;SANTO AMARO                   ;2016.17.397-01;2017-0.011.934-2;APOSTILAMENTO DE ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;19/01/2017;087.313.0077-4;"NR2-09; NR3"; ZCP-A/003;Z6-039.;SANTO AMARO;;GA SP SANTO AMARO LOCACAO DE ESPACO LTDA;;AV  JOAO DIAS 02319 ;07/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;SANTO AMARO                   ;2016.17.467-01;2017-0.011.934-2;APOSTILAMENTO DE ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;19/01/2017;087.313.0077-4;"NR3; NR2-09"; ZCP-A/003;Z6-039.;SANTO AMARO;;GA SP SANTO AMARO LOCACAO DE ESPACO LTDA;;AV  JOAO DIAS 02319 ;07/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;SANTO AMARO                   ;2017.03.279-00;2009-0.257.217-9;CERTIFICADO DE ACESSIBILIDADE;02/09/2009;089.042.0401-1;NR2-06; ZM-1/003;Z2.;CAMPO BELO;;TAM LINHAS AEREAS S/A.;;R   ATICA 00673 E 715;17/02/2017;SERGIO ATHIE;;SERGIO ATHIE;;
Fevereiro;SMUL/SEGUR-2        ;SANTO AMARO                   ;2017.03.568-00;2013-0.035.339-9;CERTIFICADO DE ACESSIBILIDADE;05/02/2013;088.165.0007-7;NR2-02; ZCP-A/004;Z6-047.;JURUBATUBA;;BARCELONA COMERCIO VAREJISTA E ATACADISTA S/A;;AV  DAS NACOES UNIDAS 21883 ;22/02/2017;MARIA HELENA GONZALES;;;;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2016.26.582-01;2017-0.012.661-6;APOSTILAMENTO DE AUTO DE VERIFICACAO DE SEGURANCA;20/01/2017;005.022.0021-9;"NR1-04; NR1-02"; ZCP-B/005;Z5-002.;SE;;WALDEMAR AMARAL DE ALMEIDA;;R   SENADOR FEIJO 00029 ;06/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.02.418-00;2008-0.072.607-0;AUTO DE VERIFICACAO DE SEGURANCA;06/03/2008;008.028.0003-3;NR1-02;;Z3-079.;BOM RETIRO;;TINY QUEEN  CONFECCOES DE ROUPAS LTDA;;R   PROFESSOR CESARE LOMBROSO 00141 ;06/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.02.422-00;2017-0.001.103-7;ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;03/01/2017;009.048.0479-8;NR3; ZCP-B/005;Z5-004.;BELA VISTA;;TOP CENTER FUNDO DE INVESTIMENTO IMOBILIARIO;;AV  PAULISTA 000854 LOJA 35 A;06/02/2017;"JOSE ANTONIO CARNEIRO NOVAES; RUTH DE SOUZA ALVES LIMA";;"JOSE ANTONIO CARNEIRO NOVAES; RUTH DE SOUZA ALVES LIMA";;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.02.423-00;2017-0.001.103-7;ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;03/01/2017;009.048.0479-8;NR3; ZCP-B/005;Z5-004.;BELA VISTA;;TOP CENTER FUNDO DE INVESTIMENTO IMOBILIARIO;;AV  PAULISTA 000854 LOJA 35 A;06/02/2017;"JOSE ANTONIO CARNEIRO NOVAES; RUTH DE SOUZA ALVES LIMA";;"JOSE ANTONIO CARNEIRO NOVAES; RUTH DE SOUZA ALVES LIMA";;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.02.424-00;2017-0.001.103-7;ALVARA DE FUNCIONAMENTO DE SISTEMA DE SEGURANCA;03/01/2017;009.048.0479-8;NR3; ZCP-B/005;Z5-004.;BELA VISTA;;TOP CENTER FUNDO DE INVESTIMENTO IMOBILIARIO;;AV  PAULISTA 000854 LOJA 35 A;06/02/2017;"JOSE ANTONIO CARNEIRO NOVAES; RUTH DE SOUZA ALVES LIMA";;"JOSE ANTONIO CARNEIRO NOVAES; RUTH DE SOUZA ALVES LIMA";;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.03.242-00;2017-0.005.225-6;ALVARA DE APROVACAO DE SISTEMA DE SEGURANCA;10/01/2017;018.051.0087-4;"NR2-01; NR1-09"; ZCP-A/002;Z8-007/08.;BOM RETIRO;;GMR TIRADENTES EMPREEND. IMOB. LTDA;;AV  TIRADENTES 00826 832/838/842/846;16/02/2017;"EUDO ARCOVERDE DE OLIVEIRA; RAFAEL MARIO SANT ANNA COSENTINO";;"EUDO ARCOVERDE DE OLIVEIRA; RAFAEL MARIO SANT ANNA COSENTINO";;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.03.243-00;2017-0.005.225-6;ALVARA DE EXECUCAO DE SISTEMA DE SEGURANCA;10/01/2017;018.051.0087-4;"NR1-09; NR2-01"; ZCP-A/002;Z8-007/08.;BOM RETIRO;;GMR TIRADENTES EMPREEND. IMOB. LTDA;;AV  TIRADENTES 00826 832/838/842/846;16/02/2017;"EUDO ARCOVERDE DE OLIVEIRA; RAFAEL MARIO SANT ANNA COSENTINO";;"EUDO ARCOVERDE DE OLIVEIRA; RAFAEL MARIO SANT ANNA COSENTINO";;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.03.278-00;2016-0.277.367-6;ALVARA DE FUNCIONAMENTO DE SISTEMA DE SEGURANCA;22/12/2016;009.047.0319-3;NR3;;Z5-004.;CERQUEIRA CESAR;;CAMARGO CORREA CYRELA PAULISTA 1230 EMPREEND IMOB LTDA;;AV  PAULISTA 01230 ;17/02/2017;LUIZ ANTONIO NASCIMENTO MARIA;;LUIZ ANTONIO NASCIMENTO MARIA;;
Fevereiro;SMUL/SEGUR-2        ;SE                            ;2017.03.565-00;1991-0.002.115-6;AUTO DE VERIFICACAO DE SEGURANCA;01/10/1991;005.011.0101-2;NR1-04; ZCP-B/005;Z5-002.;SE;;CONDOMINIO EDIFICIO SAO FRANCISCO;;R   SENADOR PAULO EGIDIO 00015 ;22/02/2017;;;;;
Fevereiro;SMUL/SEGUR-2        ;VILA MARIANA                  ;2017.03.718-00;2016-0.180.234-6;ALVARA DE FUNCIONAMENTO DE SISTEMA DE SEGURANCA;08/08/2016;041.112.0408-2;NR1-04;;ZONA MISTA DE ALTA DENSIDADE - B.;MOEMA;;BODUM COMERCIO E PARTICIPACOES LTDA;;AV  ROUXINOL 300 ;23/02/2017;"PAULO LUCIANO REWALD; CARLOS BARBARA";;"PAULO LUCIANO REWALD; CARLOS BARBARA";;
Fevereiro;SMUL/SEGUR-3        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.24.397-01;2016-0.183.026-9;APOSTILAMENTO DE ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;11/08/2016;055.374.0003-0;NR2-01;;ZONA MISTA DE MEDIA DENSIDADE.;VILA CARRAO;;AURORA DA ESTRELA CARDOSO - ME;;R   PADRE MANUEL BERNARDES 272 ;17/02/2017;;;;;
Fevereiro;SMUL/SEGUR-3        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2017.03.605-00;2017-0.012.596-2;ALVARA DE AUTORIZACAO;20/01/2017;055.364.0001-0;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;VILA MANCHESTER;;ASSOCIACAO BENCAO DE PAZ;;PC  HAROLDO DALTRO 297 ;22/02/2017;LUIZ CARLOS MARCATO;;;;
Fevereiro;SMUL/SEGUR-3        ;BUTANTA                       ;2017.02.536-00;2016-0.273.340-2;ALVARA DE AUTORIZACAO;16/12/2016;200.058.0001-1;NR3-04;;Z8-AV8-017.;CIDADE JARDIM;;SALT CONTEUDO ARTISTICO LTDA EPP;;AV  LINEU DE PAULA MACHADO 01263 JOCKEY CLUB DE S.P.;07/02/2017;MESAQUE MOTA BISPO;;;;
Fevereiro;SMUL/SEGUR-3        ;BUTANTA                       ;2017.03.051-00;2016-0.246.717-6;ALVARA DE AUTORIZACAO;04/11/2016;159.290.0001-7;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;JARDIM PERI-PERI;;MAKRO ATACADISTA S/A;;R   CARLOS LISDEGNO CARLUCCI 000519 ;14/02/2017;EDUARDO BANDEIRA DE MELLO LATERZA;;EDUARDO BANDEIRA DE MELLO LATERZA;;
Fevereiro;SMUL/SEGUR-3        ;CAMPO LIMPO                   ;2017.02.528-00;2017-0.004.961-1;ALVARA DE AUTORIZACAO;09/01/2017;301.074.0304-5;NR2-08;;ZONA MISTA DE ALTA DENSIDADE - A.;CHACARA TANGARA;;MARKETHINGS MARKETING E EVENTOS LTDA;;R   DEPUTADO LAERCIO CORTE 1501 PARQUE BURLE MARX;07/02/2017;FAUSTO ARANTES RECHE;;;;
Fevereiro;SMUL/SEGUR-3        ;CAPELA DO SOCORRO             ;2017.03.054-00;2017-0.017.915-9;ALVARA DE AUTORIZACAO;31/01/2017;162.051.0161-1;NR3-04;;ZONA DE OCUPACAO ESPECIAL.;INTERLAGOS;;ASSOCIACAO DOS PILOTOS DE MOTOVELOCIDADE-APM;;AV  SENADOR TEOTONIO VILELA 261 AUTODROMO;14/02/2017;THALITA GROSSO DE OLIVEIRA;;;;
Fevereiro;SMUL/SEGUR-3        ;CAPELA DO SOCORRO             ;2017.03.603-00;2017-0.013.412-0;ALVARA DE AUTORIZACAO;23/01/2017;162.014.0041-8;NR2-08;;ZONA MISTA DE PROTECAO AMBIENTAL.;JD COLONIAL;;DIVERSÕES MORAES PARQUE E EVENTOS LTDA - EPP;;AV  LOURENCO CABREIRA 0 ESQ AV PRES J GOULAR;22/02/2017;"JOAO INES GOMES; ELY GOMES DOS SANTOS";;ELY GOMES DOS SANTOS;;
Fevereiro;SMUL/SEGUR-3        ;CASA VERDE/ CACHOEIRINHA       ;2017.02.531-00;2016-0.278.096-6;ALVARA DE AUTORIZACAO;23/12/2016;306.079.0187-7;NR3-04;;Z2.;CASA VERDE;;ASSOCIACAO BRAS. DAS EMPRESAS DE UTILIDADES E PRESENTES;;R   SAMARITA 230 C.EVENTOS PRO MAGNO;07/02/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Fevereiro;SMUL/SEGUR-3        ;CASA VERDE/ CACHOEIRINHA       ;2017.03.601-00;2017-0.011.340-9;ALVARA DE AUTORIZACAO;18/01/2017;306.079.0187-7;NR3-04;;Z2.;CASA VERDE;;PONTO DE VIRADA PROMOÇÕES E EVENTOS LTDA.;;R   SAMARITA 230 C.EVENTOS PRO MAGNO;22/02/2017;MARILIA TERESA SAAVEDRA VASCONCELLOS;;;;
Fevereiro;SMUL/SEGUR-3        ;IPIRANGA                      ;2017.02.719-00;2016-0.276.404-9;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;21/12/2016;035.054.0265-6;NR2-01;;ZONA MISTA DE MEDIA DENSIDADE.;SUBSOLO;;SCANDALLO RESTAURANTE LTDA-ME;;R   CORONEL DIOGO 01195 1173 1183 1199;09/02/2017;;;;;
Fevereiro;SMUL/SEGUR-3        ;IPIRANGA                      ;2017.02.722-00;2016-0.268.222-0;ALVARA DE AUTORIZACAO;06/12/2016;158.011.0007-4;NR3-04;;ZONA ESPECIAL DE PRESERVACAO.;JABAQUARA;;ASSOCIAÇÃO BRASILEIRA DAS IND. DE MÓVEIS DE ALTA DECORAÇÃO;;AV  MIGUEL ESTEFNO 3900 SAO PAULO EXPO PAV 1;09/02/2017;"JOSE MANUEL DA COSTA VAZ; MIGUEL SANCHEZ JUNIOR; FRANCISCO EDUARDO DE ALBUQUERQUE OLIVEIRA";;FRANCISCO EDUARDO DE ALBUQUERQUE OLIVEIRA;;
Fevereiro;SMUL/SEGUR-3        ;LAPA                          ;2017.02.527-00;2016-0.275.381-0;ALVARA DE AUTORIZACAO;20/12/2016;082.223.0002-4;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;JAGUARE;;OMAR TANUS DE ARAUJO MALUF EIRELI ME;;AV  JAGUARE 001487 ESPACO JAGUARE/;07/02/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Fevereiro;SMUL/SEGUR-3        ;LAPA                          ;2017.02.534-00;2017-0.015.159-9;ALVARA DE AUTORIZACAO;26/01/2017;021.115.0001-1;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;BARRA FUNDA;;PEGASUS MOTO CLUBE;;AV  AURO SOARES DE MOURA ANDRADE 00664 MEMORIAL AMER LATINA;07/02/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Fevereiro;SMUL/SEGUR-3        ;LAPA                          ;2017.02.948-00;2017-0.020.834-5;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;03/02/2017;022.021.0031-8;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;AGUA BRANCA;;SERVICO SOCIAL DO COMERCIO - SESC;;R   CLELIA 00093 ;13/02/2017;;;;;
Fevereiro;SMUL/SEGUR-3        ;LAPA                          ;2017.03.048-00;2017-0.018.852-2;ALVARA DE AUTORIZACAO;01/02/2017;082.223.0002-4;NR3-04;;Z6-022.;JAGUARE;;INNER.ENTERPRISES PRODUCOES E EVENTOS LTDA;;AV  JAGUARE 001487 ESPACO JAGUARE/;14/02/2017;MESAQUE MOTA BISPO;;;;
Fevereiro;SMUL/SEGUR-3        ;LAPA                          ;2017.03.297-00;2016-0.274.278-9;ALVARA DE AUTORIZACAO;19/12/2016;021.115.0001-1;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;BARRA FUNDA;;OFICINA DE ALEGRIA ENTRETENIMENTO LTDA;;AV  AURO SOARES DE MOURA ANDRADE 00664 MEMORIAL AMER LATINA;17/02/2017;GIOVANNA FRANCOSO ALBINO;;;;
Fevereiro;SMUL/SEGUR-3        ;LAPA                          ;2017.03.500-00;2017-0.011.160-0;ALVARA DE AUTORIZACAO;18/01/2017;082.223.0002-4;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;JAGUARE;;WECLAP EVENTOS LTDA;;AV  JAGUARE 001487 ESPACO JAGUARE/;21/02/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Fevereiro;SMUL/SEGUR-3        ;LAPA                          ;2017.03.614-00;2016-0.277.144-4;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;22/12/2016;197.035.0007-1;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;BARRA FUNDA;;BROADWAY ARTES E LANCHES LTDA - EPP;;AV  MARQUES DE SAO VICENTE 1767 ;22/02/2017;MARIA LUIZA SERRA CASTILHO;;;;
Fevereiro;SMUL/SEGUR-3        ;M BOI MIRIM                   ;2016.24.415-01;2016-0.194.294-6;APOSTILAMENTO DE ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;25/08/2016;168.168.0001-9;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;JARDIM SAO LUIS;;SERVICO SOCIAL DO COMERCIO - SESC - ADM. REGIONAL DE SP;;ES  DO CAMPO LIMPO 00288 ;09/02/2017;;;;;
Fevereiro;SMUL/SEGUR-3        ;M BOI MIRIM                   ;2017.02.713-00;2016-0.194.294-6;ALVARA DE FUNCIONAMENTO DE LOCAL DE REUNIAO;25/08/2016;168.168.0001-9;NR3-04;;ZONA DE CENTRALIDADE POLAR - A.;JARDIM SAO LUIS;;SERVICO SOCIAL DO COMERCIO - SESC - ADM. REGIONAL DE SP;;ES  DO CAMPO LIMPO 00288 ;09/02/2017;AMILCAR JOAO GAY FILHO;;;;
Fevereiro;SMUL/SEGUR-3        ;M BOI MIRIM                   ;2017.03.053-00;2017-0.008.415-8;ALVARA DE AUTORIZACAO;13/01/2017;103.025.4872-5;NR3-04;;Z2.;SANTO AMARO;;WECLAP EVENTOS LTDA;;AV  GUIDO CALOI 00701 ;14/02/2017;CLAUDIO RODRIGUES BEDUSCKI;;;;
Fevereiro;SMUL/SEGUR-3        ;MOOCA                         ;2017.00.465-01;2017-0.015.194-7;APOSTILAMENTO DE ALVARA DE AUTORIZACAO;26/01/2017;003.060.0105-5;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;MOOCA;;NICOLAS ANDRES GUERRIERI;;R   ANDRE DE LEAO 55 ;10/02/2017;;;;;
Fevereiro;SMUL/SEGUR-3        ;MOOCA                         ;2017.00.465-02;2017-0.015.194-7;RENOVACAO DE ALVARA DE AUTORIZACAO;26/01/2017;003.060.0105-5;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - B.;MOOCA;;NICOLAS ANDRES GUERRIERI;;R   ANDRE DE LEAO 55 ;14/02/2017;NAIARA ROBERTA ROSIN;;;;
Fevereiro;SMUL/SEGUR-3        ;MOOCA                         ;2017.02.532-00;2016-0.273.391-7;ALVARA DE AUTORIZACAO;16/12/2016;002.040.0001-7;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;BRAS;;SALT CONTEÚDO ARTÍSTICO LTDA;;R   DO BUCOLISMO 81 ;07/02/2017;MESAQUE MOTA BISPO;;MESAQUE MOTA BISPO;;
Fevereiro;SMUL/SEGUR-3        ;MOOCA                         ;2017.02.695-00;2017-0.019.251-1;REVALIDACAO DO ALVARA DE FUNCIONAMENTO DO LOCAL DE REUNIAO;01/02/2017;017.103.0046-9;NR3-04;;ZONA MISTA DE ALTA DENSIDADE - A.;CANINDE;;ASSOCIACAO PORTUGUESA DE DESPORTOS;;R   PASCOAL RANIERI 33 ESTADIO PORTUGUESA /;09/02/2017;"ANSEL LANCMAN; RICARDO FRANCISCO SOARES";;;;
