Mês;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades"
maio;SEL/PARHIS-1        ;PINHEIROS                     ;2016.09.273-00;2015-0.076.745-6;ALVARA DE APROVACAO DE EDIFICACAO NOVA;25/03/2015;;"HIS 1; NR1";;Z2.;VILA OLIMPIA;18.921,57;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO-COHAH SP;5.552,53;R   FUNCHAL 000358 ;18/05/2016;CIA METROPOLITANA DE HABITACAO DE SAO PAULO COHAB SP;CELSO APARECIDO SAMPAIO;CIA METROPOLITANA DE HABITACAO DE SAO PAULO COHAB SP;"DIEGO MESSIAS CRENITTE; LETICIA REGINA SALICIO BRANDAO AWAZU SGARBI";
maio;SEL/PARHIS-1        ;PIRITUBA                      ;2016.03.895-01;2010-0.316.243-2;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;18/11/2010;;H.I.S;;Z6-062.;DA VIACAO J A R A G;;CIA DE DES. HABITACIONAL E URBANO DO ESTADO DE SAO PAULO;43.087,98;R   VICENTE AMATO SOBRINHO 000062 ;20/05/2016;;;LEO TOMCHINSKY;;
maio;SEL/PARHIS-1        ;PIRITUBA                      ;2016.03.895-02;2010-0.316.243-2;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;18/11/2010;;HIS;;Z6-062.;DA VIACAO J A R A G;;CIA DE DES. HABITACIONAL E URBANO DO ESTADO DE SAO PAULO;;R   VICENTE AMATO SOBRINHO 000062 ;20/05/2016;;;;;
maio;SEL/PARHIS-1        ;SAPOPEMBA                     ;2016.04.449-01;2014-0.329.851-0;APOSTILAMENTO DE AUTO DE REGULARIZACAO;24/11/2014;;HIS 1;;ZEIS-1      1161    SUBPREFEITURA 29.;ITAQUERA;;CDHU;1.724,33;R   LEON BURBURE 000100 140;02/05/2016;;;;;
maio;SEL/PARHIS-1        ;SAPOPEMBA                     ;2016.09.428-00;2014-0.329.863-3;AUTO DE REGULARIZACAO;24/11/2014;;HIS 1;;ZEIS-1      1161    SUBPREFEITURA 29.;ITAQUERA;;CIA DESENV HABITAC E URBANO DO EST SAO PAULO CDHU;2.745,97;R   LEON BURBURE 000100 140;19/05/2016;LIENNE MARIA LIARTE;;LIENNE MARIA LIARTE;;
maio;SEL/PARHIS-1        ;VILA PRUDENTE                 ;2016.08.272-00;2015-0.229.228-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/08/2015;;"HIS 1; HIS 2; H.M.P";;Z2.;VILA PRUDENTE;834,69;MARTA HELENA XIMENES VAZ;500,00;R   IPOMEIAS 00289 ;03/05/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 20
maio;SEL/PARHIS-1        ;;2016.07.412-01;2016-0.110.656-0;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;12/05/2016;;HIS 2;;  ;JARDIM JOAO XXIII;9.796,73;BLMI EMPR.IMOB.LTDA;9.959,88;AV  DO VATICANO 000000 ;25/05/2016;;;;;"B: 11 P: 5 U: 20; B: 1 P: 1 U: 0"
maio;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.00.323-01;2016-0.086.825-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/04/2016;;H.M.P;;Z2.;CARRAO;786,54;ROBERTO IANNUZZI;471,75;R   PERUCABA 00131 ;09/05/2016;;;;;B: 1 P: 2 U: 12
maio;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.08.210-00;2015-0.007.684-4;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/01/2015;;H.M.P;;Z2.;VILA FORMOSA;1.066,09;DH2 EMPREENDIMENTOS IMOBILIARIOS LTDA;594,00;R   ALDINO 00030 LT 3;03/05/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 10
maio;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.08.494-00;2015-0.172.439-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;01/07/2015;;H.M.P;;Z2.;VILA FORMOSA;829,56;RC FERREIRA INCORPORADORA EIRELI EPP;555,00;PC  PLATAO 000012 LT 30 QD 83A;06/05/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 3 U: 9
maio;SEL/PARHIS-2        ;ARICANDUVA/ FORMOSA/ CARRAO     ;2016.08.796-00;2014-0.332.751-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/11/2014;;EHMP;;Z2.;CARRAO;343,76;XAVIER ENGENHARIA LTDA;206,30;R   FREI ORLANDO 00135 ;12/05/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 5
maio;SEL/PARHIS-2        ;CAMPO LIMPO                   ;2014.03.944-02;2016-0.101.133-0;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;02/05/2016;;H.M.P;;  ;MORUMBI;;PLANO MOGNO EMPREENDIMENTOS IMOBILIARIOS LTDA;;R   DOUTOR CARLOS ALDROVANDI 000085 ;12/05/2016;;;;;
maio;SEL/PARHIS-2        ;CAMPO LIMPO                   ;2016.08.590-00;2013-0.260.872-6;ALVARA DE APROVACAO DE EDIFICACAO NOVA;09/09/2013;;H.M.P;;Z2.;PLIACAO;9.347,84;LUIZ AUGUSTO LOGIODICE E OUTRO;2.397,00;R   FREDERICO GUARINON 00000 LT 38 QD J JD AM;09/05/2016;RICARDO LOGIODICE;;OTAVIO AUGUSTO LEITE DA ROCHA;;B: 1 P: 9 U: 122
maio;SEL/PARHIS-2        ;ERMELINO MATARAZZO            ;2016.08.495-00;2015-0.099.018-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/04/2015;;H.M.P;;Z3-032.;JD BELEM;395,66;PRIMAP INCORPORACOES DE IMOVEIS LTDA - EPP;428,50;R   FRANCISCO DA SILVA 00053 ;06/05/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 7
maio;SEL/PARHIS-2        ;ERMELINO MATARAZZO            ;2016.09.566-00;2013-0.313.579-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/10/2013;;H.M.P;;Z2.;VL PARANAGUA;2.185,04;DOUBLE A CONSTRUTORA LTDA;870,00;R   JOSEFINA CHIAPETTA 000214 218;23/05/2016;GILBERTO TRAMA;;GILBERTO TRAMA;;B: 1 P: 9 U: 36
maio;SEL/PARHIS-2        ;GUAIANASES                    ;2016.00.628-01;2016-0.037.074-4;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/02/2016;;H.M.P;;  ;VL SOLANGE;;GRAZIANI E ALMEIDA CONST E INCORP LTDA;4.413,58;R   EVALDO CALABREZ 00192 ;25/05/2016;;;;;
maio;SEL/PARHIS-2        ;IPIRANGA                      ;2016.08.798-00;2015-0.013.658-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;19/01/2015;;H.M.P;;Z2.;SAUDE;678,64;CREMILDA NEVES DE ANDRADE;563,85;R   EVOLUCAO 001252 LT 407 E 408;12/05/2016;ROSANA ROSAMILIA;;ROSANA ROSAMILIA;;"B: 1 P: 2 U: 3; B: 1 P: 2 U: 6"
maio;SEL/PARHIS-2        ;IPIRANGA                      ;2016.09.742-00;2014-0.338.121-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/12/2014;;H.M.P;;Z2.;IPIRANGA;200,21;LUFEMA EMPREENDIMENTOS E PARTICIPACOES LTDA;180,00;R   DO GRITO 00504 ;25/05/2016;ANTONIO CARLOS TOMMASI;;ANTONIO CARLOS TOMMASI;;"B: 1 P: 2 U: 2; B: 1 P: 2 U: 2"
maio;SEL/PARHIS-2        ;ITAIM PAULISTA                ;2016.08.794-00;2015-0.016.056-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;21/01/2015;;EHMP;;Z2.;JDNAZARE;297,52;FELIPE PEREIRA DE OLIVEIRA EIRELI EPP;362,00;R   ROMUALDO DE SOUSA BRITO 000111 QD B LT 9 VL QUI;12/05/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 6
maio;SEL/PARHIS-2        ;ITAIM PAULISTA                ;2016.08.842-00;2015-0.140.947-2;ALVARA DE APROVACAO DE EDIFICACAO NOVA;29/05/2015;;EHMP;;Z3-039.;VILA CURUCA;18.896,63;VNW CONSTRUTORA LTDA - EPP;3.363,00;R   GRAPIRA 000106 ;12/05/2016;ANTONIO AUGUSTO GULLO;;LISBOA, KONDO, SHINOBE E ARQUITETURA S/S LTDA;;B: 1 P: 28 U: 262
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.08.217-00;2014-0.297.957-2;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/10/2014;;H.M.P;;Z2.;CID LIDER;554,56;TJ INCORPORACAO E CONSTRUCAO LTDA;395,00;R   CASIMIRO MISSKINIZ 00194 ;03/05/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 8
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.08.235-00;2013-0.376.291-5;ALVARA DE APROVACAO DE EDIFICACAO NOVA;20/12/2013;;H.M.P;;Z2.;JD SAO PEDRO;394,68;OSVALDO GOMES CORREA NETO;362,97;R   PILAR DO SUL 000177  LTS 88 A/88 B;03/05/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 7
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.08.323-00;2014-0.332.925-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;27/11/2014;;H.M.P;;Z2.;ITAQUERA;229,10;A.L.J.P INCORPORADORA & CONSTRUTORA EIRELI - EPP;250,00;R   TAQUARANA 00040 ;04/05/2016;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 4
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.08.326-00;2015-0.206.429-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;07/08/2015;;H.M.P;;Z2.;ITAQUERA;464,94;MENEZES LEVATI EMPREENDIMENTOS IMOBILIARIOS INC. L;286,80;R   CABO JOEL LEITE 00428 CID A E CARVALHO;04/05/2016;WALDNEI MENDES LOPES;;WALDNEI MENDES LOPES;;B: 1 P: 2 U: 4
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.08.596-00;2013-0.078.123-4;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;19/03/2013;;H.M.P;;Z2.;ITAQUERA;823,98;MILTON GOMES DA SILVA;480,00;R   ESTEVAM DE ARAUJO ALMEIDA 00891 ;09/05/2016;EDUARDO AFONSO PORTAS;;EDUARDO AFONSO PORTAS;;B: 1 P: 2 U: 8
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.08.717-00;2014-0.354.505-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/12/2014;;EHMP;;Z2.;ITAQUERA;726,39;PTR EMPREENDIMENTOS E PARTICIPACOES LTDA;1.000,00;R   SAO GONCALO DO PIAUI 00342 348;11/05/2016;ANDREIA LUCIA CURCIO;;ANDREIA LUCIA CURCIO;;B: 1 P: 2 U: 15
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.08.920-00;2015-0.313.840-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;25/11/2015;;EHMP;;Z2.;CID LIDER;381,27;CHAO ADMINISTRACAO PARTIPACAO E EMPR.LTDA;380,00;R   TRIUNVIRATO 000060 LT 7 QD 30;13/05/2016;FABIO SANTIANNI SOBRAL;;FABIO SANTIANNI SOBRAL;;B: 1 P: 2 U: 7
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.09.233-00;2015-0.194.402-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/07/2015;;H.M.P;;Z2.;ITAQUERA;458,68;EVANDRO PACHECO JANUARIO E OUTRO;500,00;R   SAO FELIX DO PIAUI 00608 ;18/05/2016;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 2 U: 8
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.09.234-00;2014-0.174.984-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;26/06/2014;;H.M.P;;Z2.;EIRO;137,63;GUSTAVO DIB COSTA;300,00;AV  AUGUSTO ANTUNES 00063 LT 10 QD 63 LIMO;18/05/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 1 U: 4
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.09.473-00;2014-0.290.567-6;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;14/10/2014;;H.M.P;;Z2.;ITAQUERA;356,14;DH2 EMPREENDIMENTOS IMOBILIARIOS LTDA;400,00;R   JERIBATUBA 00042 ;20/05/2016;WELBER FERNANDES DE OLIVEIRA;;WELBER FERNANDES DE OLIVEIRA;;B: 1 P: 2 U: 6
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.09.568-00;2015-0.229.095-9;ALVARA DE DESDOBRO DE LOTE;28/08/2015;;EHMP;;Z2.;ITAQUERA;;CONSTRUTORA E INCORPORADORA JARDIM LTDA;335,00;R   UAPUCA 000123 ;23/05/2016;MARIA INES ROLIM;;MARIA INES ROLIM;;
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.09.569-00;2015-0.229.095-9;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/08/2015;;EHMP;;Z2.;ITAQUERA;400,16;CONSTRUTORA E INCORPORADORA JARDIM LTDA;351,54;R   UAPUCA 000123 ;23/05/2016;MARIA INES ROLIM;;MARIA INES ROLIM;;B: 2 P: 2 U: 6
maio;SEL/PARHIS-2        ;ITAQUERA                      ;2016.09.741-00;2014-0.162.956-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/06/2014;;H.M.P;;Z3-132.;PARQUE DO CARMO;605,92;AZ INCORPORACOES IMOBILIARIAS LTDA;606,21;R   CACHOEIRA DA ILHA 89 ;25/05/2016;ANDREIA LUCIA CURCIO;;ANDREIA LUCIA CURCIO;;B: 1 P: 2 U: 10
maio;SEL/PARHIS-2        ;JACANA/ TREMEMBE               ;2016.08.206-00;2015-0.082.147-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/03/2015;;H.M.P;;Z2.;JACANA;381,01;JACANA EMPREENDIMENTOS SPE LTDA;430,08;AV  JACANA 00431 433 E 439;03/05/2016;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 2 P: 2 U: 12
maio;SEL/PARHIS-2        ;JACANA/ TREMEMBE               ;2016.08.228-00;2014-0.178.165-5;ALVARA DE APROVACAO DE EDIFICACAO NOVA;30/06/2014;;H.M.P;;Z6-001.;JACANA;321,91;CONSTRUTORA PONTES E COELHO LTDA;320,00;R   PIRES DA FONSECA 00130 ;03/05/2016;ODAIR CORDEIRO VAZ;;ODAIR CORDEIRO VAZ;;B: 1 P: 2 U: 5
maio;SEL/PARHIS-2        ;JACANA/ TREMEMBE               ;2016.08.595-00;2015-0.307.641-1;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;17/11/2015;;EHMP;;Z2.;JACANA;144,24;RAUL MARTINS;159,47;R   CALDAS RIBEIRO 00059 ;09/05/2016;FABIO SOARES DE SOUZA RUSSO;;FABIO SOARES DE SOUZA RUSSO;;B: 1 P: 2 U: 2
maio;SEL/PARHIS-2        ;JACANA/ TREMEMBE               ;2016.08.916-00;2014-0.301.801-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;24/10/2014;;H.M.P;;Z9-012.;TUCURUVI;240,86;FABIO DE GASPERI ARAUJO;242,00;R   FLORINDA BARBOSA 00127 ;13/05/2016;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 6
maio;SEL/PARHIS-2        ;JACANA/ TREMEMBE               ;2016.08.917-00;2014-0.254.048-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;09/09/2014;;H.M.P;;Z2.;VL NILO;383,26;CONSTRUTORA PONTES E COELHO LTDA;400,00;R   CIRENE DE OLIVEIRA LAET 00593 ;13/05/2016;ODAIR CORDEIRO VAZ;;ODAIR CORDEIRO VAZ;;B: 1 P: 2 U: 6
maio;SEL/PARHIS-2        ;PENHA                         ;2015.28.973-01;2016-0.096.849-6;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;26/04/2016;;H.M.P;;  ;VILA VERA;;WOLSTEIN EMPREENDIMENTOS LTDA;480,00;R   WOLSTEIN 00069 ;20/05/2016;;;;;
maio;SEL/PARHIS-2        ;PENHA                         ;2016.00.328-01;2016-0.096.847-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;26/04/2016;;H.M.P;;  ;VILA MATILDE;; CONSTRUTORA E INCORPORADORA MORAR BELLO;320,00;R   BENEDITO PASSOS 00090 ;20/05/2016;;;;;
maio;SEL/PARHIS-2        ;PENHA                         ;2016.06.102-02;2013-0.353.601-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/11/2013;;H.M.P;;Z2.;PENHA;2.474,65;RBT CONSTRUTORA E INCORPORADORA LTDA;1.554,48;R   DONA CECILIA SANTANA 00032 ;04/05/2016;;;;;B: 3 P: 2 U: 7
maio;SEL/PARHIS-2        ;PENHA                         ;2016.08.919-00;2015-0.150.827-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/06/2015;;EHMP;;Z2.;PENHA;631,60;PREMIER EMPREENDIMENTOS SPE LTDA;390,00;R   JORGE AUGUSTO 00522 ;13/05/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 2 P: 2 U: 8
maio;SEL/PARHIS-2        ;PENHA                         ;2016.09.135-00;2015-0.270.600-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/10/2015;;EHMP;;Z2.;PQUE DAS PAINEIRAS;153,89;GUSTAVO DIB COSTA;300,00;R   CRATEUS 00273 ;17/05/2016;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 1 U: 4
maio;SEL/PARHIS-2        ;PENHA                         ;2016.09.279-00;2015-0.295.603-5;ALVARA DE APROVACAO DE EDIFICACAO NOVA;05/11/2015;;EHMP;;Z3-112.;ARTUR ALVIM;259,98;RAUL MOTTA;270,00;R   JORGE DE ALMEIDA QUIRINO 00258 ;18/05/2016;MARIA INES ROLIM;;MARIA INES ROLIM;;B: 1 P: 1 U: 4
maio;SEL/PARHIS-2        ;SANTANA/ TUCURUVI              ;2016.09.139-00;2013-0.367.518-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/12/2013;;H.M.P;;Z2.;TUCURUVI;476,22;LEONOR GONCALVES DOS SANTOS;480,70;AV  DOUTOR ANTONIO MARIA LAET 00955 ;17/05/2016;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 7
maio;SEL/PARHIS-2        ;SAO MIGUEL                    ;2016.09.225-00;2014-0.191.072-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;15/07/2014;;H.M.P;;Z2.;SMPAULISTA;534,72;LAERCIO MENEZES E OUTRO;540,00;R   JOSE NUNES DOS SANTOS 00856 864;18/05/2016;RICARDO RODRIGUEZ DOMINGUEZ;;RICARDO RODRIGUEZ DOMINGUEZ;;B: 1 P: 2 U: 8
maio;SEL/PARHIS-2        ;VILA MARIA/ VILA GUILHERME     ;2016.09.371-00;2015-0.062.083-8;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/03/2015;;H.M.P;;Z2.;VILA MARIA;657,65;ANTONIO PIRES DE PADUA FERREIRA E OUTROS;749,09;PC  YEDO 00174 E 190;19/05/2016;TATIANE HERNANDES;;TATIANE HERNANDES;;B: 1 P: 2 U: 13
maio;SEL/PARHIS-2        ;VILA PRUDENTE                 ;2016.08.236-00;2014-0.262.941-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;17/09/2014;;H.M.P;;Z2.;VILA ALPINA;389,26;OSMAR DE CAMPOS E OUTROS;402,75;R   ROSARIO DO CATETE 00431 ;03/05/2016;JULIO CESAR OLIVIERI;;JULIO CESAR OLIVIERI;;B: 1 P: 2 U: 6
maio;SEL/PARHIS-2        ;VILA PRUDENTE                 ;2016.09.373-00;2014-0.360.149-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/12/2014;;H.M.P;;Z2.;VILA PRUDENTE;389,77;FABIO LUIZ DE MORAIS E OUTROS;398,32;R   BARAO DE TRAMANDAI 00753 .;19/05/2016;JULIO CESAR OLIVIERI;;JULIO CESAR OLIVIERI;;B: 1 P: 2 U: 6
maio;SEL/PARHIS-2        ;VILA PRUDENTE                 ;2016.09.374-00;2014-0.305.756-3;ALVARA DE APROVACAO DE EDIFICACAO NOVA;29/10/2014;;H.M.P;;Z2.;SAO LUCAS;206,58;MARCELINO TORIBIO JUNIOR;205,49;R   SALES 00035 ;19/05/2016;SUELY POLIDORI TAPIA;;SUELY POLIDORI TAPIA;;B: 1 P: 2 U: 4
maio;SEL/PARHIS-3        ;ERMELINO MATARAZZO            ;2013.27.657-01;2014-0.283.903-7;APOSTILAMENTO DE ALVARA DE REMEMBRAMENTO E DESMEMBRAMENTO DE GLEBA;07/10/2014;;;;Z3-062.;PONTE RASA;;EDSON MELLI FRASSON;1.466,47;AV  SAO MIGUEL 02182 2182-A;04/05/2016;ALDINEI PAULA DIAS;;ALDINEI PAULA DIAS;;
maio;SEL/PARHIS-3        ;PERUS                         ;2016.09.478-00;2014-0.121.502-1;ALVARA DE REMEMBRAMENTO E DESMEMBRAMENTO DE GLEBA;30/04/2014;;;;Z9-045.;JARDIM ADELFIORE;;ADELFIORE PARTIC EMP.E CONSTRUCOES LTDA;45.910,83;R   DEDALION 000000 ;20/05/2016;HERCY MARTINS COSTA;;RUBIO & LUONGO ARQUITETURA LIMITADA;;
maio;SEL/PARHIS-3        ;;2016.08.912-00;2014-0.336.534-9;RECONSIDERACAO DE DESPACHO DE CERTIDAO DE DIRETRIZES PARA LOTEAMENTO;01/12/2014;;;;  ;GLEBA DO PESSEGO;;ASSOCIACAO ESPERANCA DE UM NOVO MILENIO;101.345,45;R     MALMEQUER-DO-CAMPO 000000 ;13/05/2016;NEIDE DE SOUZA FERREIRA;;NEIDE DE SOUZA FERREIRA;;
maio;SEL/PARHIS-4        ;BUTANTA                       ;2016.09.114-00;2010-0.209.515-4;TERMO DE VERIFICACAO DE EXECUCAO DE OBRAS;30/07/2010;;R302;;Z2.;RAPOSO TAVARES;;BROOKSFIELD SAO PAULO EMPREENDIMENTOS IMOBILIARIOS S/A;;AV  SAO PAULO-PARANA 010100 ;17/05/2016;PATRICIA NEVES DE MELLO LEITE;;;;
maio;SEL/PARHIS-4        ;CAMPO LIMPO                   ;2016.09.721-00;2014-0.151.149-6;TERMO DE VERIFICACAO DE EXECUCAO DE OBRAS;29/05/2014;;R2V-02;;Z2.;PRQ B MORUMBY;;TS-3 PARTICIPACOES LTDA;;R   RAIMUNDO SIMAO DE SOUZA 000026 ;25/05/2016;RENATO GENIOLI JUNIOR;;;;
maio;SEL/RESID-G         ;PINHEIROS                     ;2015.06.331-01;2015-0.038.553-7;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;12/02/2015;;R2V-01;;Z3-151.;JARDIM PAULISTA;;GAFISA S.A.                                       ;;R   JOSE MARIA LISBOA 00330 ;25/05/2016;;;;;
maio;SEL/RESID-G         ;SANTANA/ TUCURUVI              ;2016.09.344-00;2011-0.325.734-6;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;16/11/2011;;R2V-02;;Z2.;MANDAQUI;4.180,29;MINISTRO ROMEIRO NETO EMPREEND, INCORP E VENDAS SPE LTDA;1.217,00;R   MINISTRO ROMEIRO NETO 99999 ;19/05/2016;ANTONIO HENRIQUE LICO GONCALVES;;ANTONIO HENRIQUE LICO GONCALVES;;B: 1 P: 9 U: 48
maio;SEL/RESID-1         ;ITAIM PAULISTA                ;2016.08.897-00;2013-0.347.386-7;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;25/11/2013;;R2H-03;;Z2.;VILA CURUCA;308,16;PAULO RIBEIRO DA ROCHA;440,00;R   JAGUARABA 99999 ;13/05/2016;RICARDO JOSE PACHECO;;RICARDO JOSE PACHECO;;B: 1 P: 2 U: 5
maio;SEL/RESID-1         ;ITAQUERA                      ;2016.09.720-00;2015-0.306.400-6;AUTO DE REGULARIZACAO;16/11/2015;;R2H-03;;Z2.;PQ SAVOY CITY;;V S CONSTRUCOES LTDA;280,00;R   NORMA CALEGARI GALETTO 000120 ;25/05/2016;DANIEL TIBIRICA;;DANIEL TIBIRICA;;
maio;SEL/RESID-1         ;JACANA/ TREMEMBE               ;2016.08.440-00;2008-0.131.361-5;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;30/04/2008;;R2H-03;;Z1-031.;VILA ALBERTINA;664,79;ELVIRA RAPOSO MARQUES E OUTROS;1.010,28;R   EDGAR FRANCO 00286 ;05/05/2016;RAFAEL MARIO SANT ANNA COSENTINO;;RAFAEL MARIO SANT ANNA COSENTINO;;B: 3 P: 2 U: 3
maio;SEL/RESID-1         ;M BOI MIRIM                   ;2016.09.259-00;2014-0.143.931-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;22/05/2014;;R2V-01;;Z2.;JARDIM SAO LUIS;4.819,88;JOSE CARLOS QUEIMADELOS GOMES;1.541,75;R   LUCIANO SILVA 099999 67 A 70 QD 32;18/05/2016;LUIZ FERNANDO QUEIMADELOS GOMEZ;;LUIZ FERNANDO QUEIMADELOS GOMEZ;;B: 1 P: 9 U: 50
maio;SEL/RESID-1         ;PENHA                         ;2016.08.433-00;2015-0.093.165-5;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/04/2015;;R2H-03;;Z2.;VILA RE;1.017,07;SIDNEI SYLVESTRE UZUN;1.000,00;R   JARAUARA 01050 ;05/05/2016;SONIA APARECIDA DOS SANTOS VIVAQUA;;SONIA APARECIDA DOS SANTOS VIVAQUA;;"B: 1 P: 2 U: 7; B: 1 P: 2 U: 7"
