Mês ;Unidade;Subprefeitura;Alvará;Processo;Descrição;Data autuação;SQL_Incra;Categoria de uso;Zona de uso atual;Zona de uso anterior;Bairro;Área da construção (m²);Proprietário;Área do terreno (m²);Endereço;Aprovação;Dirigente técnico;Responsável pela empresa;Autor do projeto;Responsável pela empresa;"(B)locos / 
(P)avimentos / 
(U)nidades";;;
Maio;SMUL/COMIN/DCIGP    ;VILA MARIA/ VILA GUILHERME     ;2018.08.551-00;2017-0.095.455-1;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;09/06/2017;064.209.0029-8;NR3-02; ZPI/001;ZONA PREDOMINANTEMENTE INDUSTRIAL.;VILA GUILHERME;;CARREFOUR COMERCIO E INDUSTRIA LTDA;74.263,63;AV  MORVAN DIAS DE FIGUEIREDO 3177 CARREFOUR TIETE;30/05/2018;MARCOS GUSMAO MATHEUS;;;;B: 0 P: 2 U: 1;;;
Maio;SMUL/COMIN/DCIMP    ;CASA VERDE/ CACHOEIRINHA       ;2018.08.185-00;2017-0.133.558-8;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;23/08/2017;076.784.0161-2;"NR2-03; NR1-02"; ZEU / EETU;ZONA DE CENTRALIDADE POLAR - A.;VILA NOVA CACHOEIRIN;571,49;PALMEIRAS AGRO-PASTORIL LTDA;2.456,95;AV  INAJAR DE SOUZA 3550 ;24/05/2018;RICARDO FRATIC BACIC JUNIOR;;RICARDO FRATIC BACIC JUNIOR;;"B: 2 P: 1 U: 0; B: 1 P: 2 U: 0";;;
Maio;SMUL/COMIN/DCIMP    ;ITAQUERA                      ;2014.02.787-04;2018-0.046.167-0;APOSTILAMENTO DE CERTIFICADO DE REGULARIZACAO;04/05/2018;147.159.0051-2;NR2-03; ZM-2 / EETU;Z2.;JD. SANTA MARIA;;DALVA APARECIDA DOS SANTOS;1.338,02;AV  ITAQUERA 01968 LT 1 A 5 QD 21;15/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;CASA VERDE/ CACHOEIRINHA       ;2018.07.344-00;2003-1.006.164-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;13/08/2003;127.034.0046-1;R201;;Z9-053.;JARDIM PERY;;MIGUEL DOS SANTOS COQUEIRO;220,50;R   JOSE MANUEL DE ALMEIDA 00104 ;11/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;ERMELINO MATARAZZO            ;2018.07.408-00;2004-1.009.490-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;07/12/2004;110.112.0046-4;"C1.2; S2.8";;Z2.;SAO MIGUEL;;IMAVEN IMOVEIS LTTDA;3.009,22;AV  SAO MIGUEL 01151 ;14/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;IPIRANGA                      ;2018.07.564-00;2003-1.067.870-2;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;25/11/2003;043.199.0028-6;"S1.1; C2.2; S2.8";;Z3-181.;IPIRANGA;;ESPOLIO AMERICO SAMMARONE JR.;4.887,00;R   FRANCISCO PERES 000250 ;16/05/2018;EDUARDO SALVADOR DE OLIVEIRA;;;;;;;
Maio;SMUL/GTEC           ;IPIRANGA                      ;2018.08.430-00;2003-1.019.623-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/09/2003;049.139.0141-9;R301;;Z2.;VLDASMERCES;;PAULO ROBERTO DA CUNHA;18.225,00;R   ANGATURAMA 01074 ;29/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;JACANA/ TREMEMBE               ;2018.07.656-00;2003-1.025.880-0;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/09/2003;067.456.0032-3;C2.2;;Z2.;JACANA;;IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO;42.680,00;AV  LUIS STAMATIS 103 ;17/05/2018;AMERICO BELAU;;;;;;;
Maio;SMUL/GTEC           ;LAPA                          ;2018.07.160-00;1994-0.054.525-8;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE REGULARIZACAO;27/10/1994;020.069.0108-7;E2.2;;Z3-099.;PERDIZES;;CLUBE PORTRUGUES;1.605,04;R   TURIASSU 00059 ;08/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;PINHEIROS                     ;2018.07.161-00;2003-1.022.274-1;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;22/09/2003;299.043.0044-3;C2.2;;Z2.;VILA OLIMPIA;;PRO-4 INCORPORAES IMOBILIRIAS LTDA  E OUTROS;2.000,00;R   BEIRA RIO 00116 ;08/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;PINHEIROS                     ;2018.07.932-00;2003-1.022.599-6;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;22/09/2003;009.062.0175-6;S2.1;;Z5-004.;JARDIM PAULISTA;;CENTER LESTE EMPREENDIMENTOS COMERCIAIS LTDA;2.268,00;AV  PAULISTA 00949 ;22/05/2018;RAMI ALI CHEHADE;;;;;;;
Maio;SMUL/GTEC           ;PIRITUBA                      ;2015.16.660-01;2018-1.000.015-3;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/04/2018;126.030.0007-0;"S1.1; R; C1.1";;Z8-CR2 LIND. Z9.;JARDIM LIDER;;SHINTOKU MATAYOSHI;337,50;R   ALTO PARANA 00008 ;15/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;PIRITUBA                      ;2018.00.858-01;2003-1.028.986-2;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;25/09/2003;125.139.0109-5;"R; S2.8";;Z2.;PIRITUBA;;JOSE ANTONIO BORTOLANI;500,00;R   NESPERA 00115 LT 75 E 76;14/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;SANTO AMARO                   ;2018.07.490-00;2003-1.019.904-9;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;19/09/2003;087.054.0050-3;I2;;Z6-043.;STO AMARO;;JOAO CAETANO ZANATTA;952,00;R   JUPI 00232 ;15/05/2018;EDUARDO TADAYOSHI KAWAI;;;;;;;
Maio;SMUL/GTEC           ;SE                            ;2018.01.835-02;2003-1.034.423-5;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;06/10/2003;001.051.0048-1;C2.3;;Z5-002.;CENTRO;;LONS PARTICIPAÇÕES EMPREENDIMENTOS E REPRESENTAÇÕES LTDA;440,73;R   COMEN  AFONSO KHERLAKIAN 00091 93/95/99/;15/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;SE                            ;2018.07.342-00;2003-1.039.037-7;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;28/10/2003;004.068.0084-7;C2.3;;Z2.;CAMBUCI;;FIRMA ASSESSORIA DE DECORACOES LTDA;1.226,90;LG  DO CAMBUCI 121 127;11/05/2018;SERGIO ANTONIO MARRA;;;;;;;
Maio;SMUL/GTEC           ;SE                            ;2018.07.409-00;2013-0.367.095-6;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE REGULARIZACAO;12/12/2013;034.021.0082-7;R1;;Z2.;CAMBUCI;;MURILO KAMMER;66,76;R   CARMO DO RIO CLARO 00082 ;14/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;SE                            ;2018.07.492-00;2003-1.032.127-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;30/09/2003;005.087.0006-1;E3.1;;Z12-002.;LIBERDADE;;FUNDAÇAO ESCOLA DE COMÉRCIO ALVARES PENTEADO;952,80;AV  DA LIBERDADE 500 510 E 512;15/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;VILA MARIA/ VILA GUILHERME     ;2018.07.418-00;2003-1.025.629-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/09/2003;304.044.0004-0;C2.5;;Z8-057.;VILAGUILHERME;;CENTER NORTE S/A CONSTRUCAO E EMPR. ADM E PARTICIPACAO;17.520,43;AV  ZAKI NARCHI 1156 ;14/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;VILA MARIA/ VILA GUILHERME     ;2018.07.418-01;2003-1.025.629-8;APOSTILAMENTO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;23/09/2003;304.044.0004-0;C2.5;;Z8-057.;VILAGUILHERME;;CENTER NORTE S/A CONSTRUCAO E EMPR. ADM E PARTICIPACAO;17.520,43;AV  ZAKI NARCHI 1156 ;30/05/2018;;;;;;;;
Maio;SMUL/GTEC           ;VILA MARIANA                  ;2018.07.162-00;2003-1.013.870-8;RECONSIDERACAO DO DESPACHO DE AUTO DE REGULARIZACAO LEI N:13.558/2003;10/09/2003;045.029.0064-8;S;;Z8-CR4 LIND. Z1.;SAUDE;;SISTEMA INTEGRADO DE EDUCACAO E CULTURA SINEC LTDA E OUTRO;2.657,33;AV  JOSE MARIA WHITAKER 256 ;08/05/2018;ADRIANA SEMENICHIN BURLE;;;;;;;
Maio;SMUL/PARHIS         ;BUTANTA                       ;2018.07.376-00;2017-0.146.828-6;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;21/09/2017;101.499.0125-8;H.I.S; ZM;Z2.;BUTANTA;14.025,67;PLANO PARAIBA EMPREENDIMENTOS IMOBILIARIOS LTDA;3.786,21;R   CAMINHO DO ENGENHO 00284 LT C;11/05/2018;RODRIGO FAIRBANKS VON UHLENDORFF;;RODRIGO SOBREIRO ARQUITETOS LTDA;;"B: 1 P: 10 U: 128; B: 1 P: 10 U: 126; B: 1 P: 10 U: 125";;;
Maio;SMUL/PARHIS         ;ITAIM PAULISTA                ;2018.08.332-00;2017-0.127.047-8;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/08/2017;134.294.0007-3;H.M.P; ZM;ZONA MISTA DE BAIXA DENSIDADE.;CAMARGO NOVO;211,05;RAIMUNDO FRANCISCO DO NASCIMENTO;275,00;R   TEJUNHANA 00009 E 9 A;28/05/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 3;;;
Maio;SMUL/PARHIS         ;ITAQUERA                      ;2018.07.349-00;2016-0.134.925-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;13/06/2016;146.087.0026-9;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;CIDADE LIDER;658,53;COMANDOS EMPREENDIMENTOS E PARTICIPACOES IMOBILIAR;269,00;R   FIGUEIRA DA BARBARIA 00000 LT 26 QD 29 JD B;11/05/2018;ADRIANA  MOREIRA MAISTRO;;ADRIANA  MOREIRA MAISTRO;;B: 1 P: 3 U: 9;;;
Maio;SMUL/PARHIS         ;ITAQUERA                      ;2018.07.653-00;2016-0.273.122-1;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE REGULARIZACAO;16/12/2016;114.109.0006-0;EHMP;;ZONA MISTA DE MEDIA DENSIDADE.;ITAQUERA;;ODETE BERNARDO NUNES DE ANDRADE;500,00;R   CAMPINAS DO PIAUI 00638 638 FDS;17/05/2018;;;;;;;;
Maio;SMUL/PARHIS         ;MOOCA                         ;2018.08.171-00;2017-0.072.397-5;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/05/2017;052.136.0056-5;H.M.P; ZC;ZONA MISTA DE ALTA DENSIDADE - A.;VILA PRUDENTE;843,30;ODS AZIENDA CONSTRUTORA E INCORPORADORA LTDA;438,00;PC  TINOCO DA SILVA 00038 ;24/05/2018;WALDNEI MENDES LOPES;;WALDNEI MENDES LOPES;;B: 1 P: 2 U: 12;;;
Maio;SMUL/PARHIS         ;PENHA                         ;2018.07.070-00;2017-0.067.915-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;24/04/2017;058.021.0009-5;HIS 2; ZEU;Z2.;PENHA;1.013,06;HOMELAR EMPREENDIMENTOS DE IMOVEIS EIRELI-EP;382,47;AV  PADRES OLIVETANOS 00682 ;07/05/2018;MAGNO EMILIO MOREIRA LEITE;;MAGNO EMILIO MOREIRA LEITE;;B: 1 P: 5 U: 18;;;
Maio;SMUL/PARHIS         ;PENHA                         ;2018.07.281-00;2016-0.071.333-1;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;24/03/2016;059.060.0061-5;H.I.S; ZM;ZONA DE CENTRALIDADE POLAR - B.;VILA ESPERANCA;558,13;CLAUDIO ROCHA DE ARAUJO;285,40;AV  PADRES OLIVETANOS 00376 ;10/05/2018;ANDRE GASPAR PAULA DIAS;;;;B: 1 P: 3 U: 15;;;
Maio;SMUL/PARHIS         ;SANTANA/ TUCURUVI              ;2018.07.921-00;2017-0.067.173-8;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;20/04/2017;070.230.0128-1;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA MAZZEI;809,06;SILVIO AMARAL DE SANTANA;539,87;R   ARAGAO 00513 ;22/05/2018;ANTONIO HENRIQUE LICO GONCALVES;;ANTONIO HENRIQUE LICO GONCALVES;;B: 1 P: 3 U: 20;;;
Maio;SMUL/PARHIS         ;VILA MARIA/ VILA GUILHERME     ;2018.08.328-00;2017-0.094.721-0;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;08/06/2017;068.268.0055-1;EHIS; ZM;ZONA DE CENTRALIDADE POLAR - A.;VILA MEDEIROS;884,95;MARTINS FIGUEIREDO EMPREENDIMENTOS - SPE LTDA;400,00;R   JOAO DE SOUTO MAIOR 00543 ;28/05/2018;ALBERTO RODRIGO MARTINS;;ALBERTO RODRIGO MARTINS;;B: 1 P: 2 U: 15;;;
Maio;SMUL/PARHIS         ;VILA PRUDENTE                 ;2018.08.167-00;2017-0.021.099-4;RECONSIDERACAO DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;03/02/2017;051.337.0059-8;H.M.P; ZM;ZONA MISTA DE MEDIA DENSIDADE.;VILA PRUDENTE;896,05;NEUSA PEDRINHA CAMACHO DE SOUZA;555,00;R   PARAMU 00663 ;24/05/2018;THIAGO PAVAN BARBOZA;;THIAGO PAVAN BARBOZA;;B: 1 P: 2 U: 10;;;
Maio;SMUL/PARHIS/DHIS    ;BUTANTA                       ;2018.80.431-01;2018-0.044.048-7;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;27/04/2018;201.112.0001-4;HIS 2;ZONEAMENTO ANTERIOR: ZONA NAO DEFINIDA.;;JD JOAO XXIII/BUTANT;9.796,73;TENDA NEGOCIOS IMOBILIARIOS S A;9.959,88;AV  DO VATICANO 00275 226 B;18/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;CAMPO LIMPO                   ;2018.06.431-01;2017-0.047.346-4;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;21/03/2017;166.033.0027-2;"H.M.P; HIS 2; HIS 1"; ZEIS-1;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;CAPAO REDONDO;41.024,66;ROSA MARIA DEODATO;12.908,81;R   DR     REYNALDO SCHWINDT FURLANETTO 00080 QD E JD GERMANIA;30/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;CAMPO LIMPO                   ;2018.08.156-00;2014-0.176.365-7;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;27/06/2014;169.269.0009-3;EHMP; ZEUP;ZONA DE CENTRALIDADE POLAR - A.;VILA AMERICA;;PROJETO IMOBILIARIO E 22 LTDA;;ES  VELHA DE ITAPECERICA 00019 ;24/05/2018;HERCY MARTINS COSTA;;MARCELO AUGUSTO FERNANDES BARTOLO;;;;;
Maio;SMUL/PARHIS/DHIS    ;CAPELA DO SOCORRO             ;2018.07.273-00;2016-0.035.154-5;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;15/02/2016;093.058.0094-7;HIS 2; ZC;ZONA MISTA DE ALTA DENSIDADE - B.;CAPELA DO SOCORRO;;SEMPRE INCORPORACAO E CONSTRUCAO LTDA;;AV  DE PINEDO 00550 ;10/05/2018;;;EDISON CARLOS CORREIA DELGADO;;;;;
Maio;SMUL/PARHIS/DHIS    ;ERMELINO MATARAZZO            ;2018.80.187-01;2018-0.040.160-0;APOSTILAMENTO DO CERTIFICADO DE CONCLUSAO;18/04/2018;110.182.0008-7;HIS 2;ZONEAMENTO ANTERIOR: ZONA ESPECIAL DE INTERE;;JD. PENHA;420,65;BM7 EMPREENDIMENTOS IMOBILIARIOS - EIRELI;284,55;R   JACOME TELES DE MENEZES 245 ;10/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;IPIRANGA                      ;2014.27.424-04;2018-0.025.632-5;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;12/03/2018;157.181.0029-1;HIS; ZEIS-1 / ZEIS-1/C032;Z2.;SACOMA;15.036,21;CIA. DE DESENV.HAB. E URBANO DO ESTADO DE SP;9.341,91;R   ARATIMBO 000389 ;23/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;ITAIM PAULISTA                ;2017.11.512-01;2018-0.047.951-0;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;09/05/2018;132.278.0018-6;HIS 1; ZEIS-2 / ZEIS-2/L187;Z2.;SAO MIGUEL PAULISTA;9.507,65;COHAB SP;5.000,00;R   OSORIO FRANCO VILHENA 00000 ;21/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;ITAIM PAULISTA                ;2017.21.704-01;2018-0.047.921-9;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;09/05/2018;132.278.0027-5;HIS 1;;Z2.;SAOMIGUELPAULISTA;;CIA METROPOLITANA DE HABITACAO DE SP- COHAB-SP;;R   OSORIO FRANCO VILHENA 00 ;21/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;ITAQUERA                      ;2018.05.441-01;2018-0.024.183-2;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;08/03/2018;232.041.0075-6;"H.M.P; HIS 2"; ZEIS-5;ZONA MISTA DE BAIXA DENSIDADE.;ITAQUERA;;FERNANDO HUGO LOPES DE OLIVEIRA;;AV  AFONSO DE SAMPAIO E SOUSA 339 ;07/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;ITAQUERA                      ;2018.07.577-00;2016-0.251.395-0;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;10/11/2016;114.141.0024-7;HIS; ZEUP;ZONA MISTA DE MEDIA DENSIDADE.;VL CARMOZINA;1.327,28;BOLEEIRO EMPREENDIMENTOS & PARTICIPACOES SPE LTDA EPP;405,50;R   BOLEEIRO 99999 LT 21 QD 83;16/05/2018;EVANDRO PACHECO JANUARIO;;;;B: 1 P: 5 U: 31;;;
Maio;SMUL/PARHIS/DHIS    ;ITAQUERA                      ;2018.07.845-00;2017-0.141.161-6;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;11/09/2017;114.091.0015-3;HIS 2; ZEU;ZONA DE CENTRALIDADE POLAR - A.;VL CARMOZINA;1.352,46;VOX INCORPORADORA EIRELI - EPP;500,00;R   FONTOURA XAVIER 01344 LT 13 QD 22;21/05/2018;;;MARIA INES ROLIM;;B: 1 P: 5 U: 29;;;
Maio;SMUL/PARHIS/DHIS    ;JABAQUARA                     ;2018.06.955-00;2016-0.229.565-0;ALVARA DE APROVACAO DE EDIFICACAO NOVA;10/10/2016;089.549.0003-8;HIS 1; ZEIS-3;Z2.;VL STA CATARINA;13.872,16;MUNICIPIO DE SAO PAULO;3.392,21;R   GUAIPEVA 00035 ;03/05/2018;MARCUS VINICIUS DUTRA MORESI;;LUIZ AUGUSTO OLIVEIRA MARTINS;;B: 3 P: 14 U: 83;;;
Maio;SMUL/PARHIS/DHIS    ;M BOI MIRIM                   ;2014.25.409-01;2018-0.041.382-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;23/04/2018;165.139.0054-8;H.I.S; ZEIS-1 / ZEIS-1/W115;ZONA ESPECIAL DE INTERESSE SOCIAL - 1.;STO AMARO;2.818,63;RAUL ABRANTES CORREIA E OUTROS;1.021,00;R   YOSHIMARA MINAMOTO 0 LT15 16 QD 5;18/05/2018;ROSANA ABRANTES CORREIA;;ROSANA ABRANTES CORREIA;;"B: 1 P: 5 U: 20; B: 1 P: 5 U: 20";;;
Maio;SMUL/PARHIS/DHIS    ;MOOCA                         ;2014.25.794-04;2017-0.154.064-5;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;06/10/2017;196.018.0317-2;"H.M.P; HIS; R2V"; ZEIS-3/L033;Z6-018.;BELEM;;ATUA GTIS INTENDENCIA EMPREENDIMENTOS LTDA;30.410,30;R   INTENDENCIA 212 251,319,300,344,347;03/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;MOOCA                         ;2014.25.794-05;2016-0.266.602-0;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/12/2016;196.018.0317-2;"R2V; H.M.P; HIS"; ZEIS-3/L033;Z2.;BELEM;21.721,34;IN PARQUE BELEM PACAEMBU EMPREENDIMENTOS IMOB. SPE LTDA.;6.161,08;R   INTENDENCIA 212 251,319,300,344,347;10/05/2018;HERCY MARTINS COSTA;;DEMOSTHENES MAGNO SANTOS;;"B: 2 P: 19 U: 150; B: 1 P: 1 U: 0; B: 1 P: 2 U: 0";;;
Maio;SMUL/PARHIS/DHIS    ;MOOCA                         ;2018.08.139-00;2018-0.010.451-7;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;02/02/2018;062.110.0307-2;HIS 2; ZEUP;ZONA MISTA DE ALTA DENSIDADE - B.;TATUAPE;747,17;CONCEICAO ROSETTE CLEMENTE;262,45;R   PITANGUI 00216 228 E 232;23/05/2018;PHELIPPE DE MATOS PINA;;PHELIPPE DE MATOS PINA;;B: 1 P: 4 U: 13;;;
Maio;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.05.127-01;2017-0.085.426-3;APOSTILAMENTO DE AUTO DE REGULARIZACAO;24/05/2017;058.108.0022-1;HIS; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VILA GUILHERMINA;;JONG KI LEE;366,00;R   PEIROPOLIS 00328 ;30/05/2018;;;;;;;;
Maio;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.07.270-00;2017-0.139.444-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;04/09/2017;143.029.0283-2;HIS 1; ZMIS;ZONA MISTA DE BAIXA DENSIDADE.;ARTUR ALVIM;9.361,73;COHAB;2.465,51;AV  WALDEMAR TIETZ 99999 QD.16 LT.09;10/05/2018;ANILSON DONIZETTE DE FREITAS CAPELLO;;RUBEN CARLOS OTERO MARQUEZ;;B: 2 P: 9 U: 68;;;
Maio;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.07.848-00;2017-0.081.951-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/05/2017;057.002.0021-1;HIS 2; ZEU;EIXOS DE ESTRUTURACAO DA TRANSFORMACAO ;VILA ARICANDUVA;1.292,87;MONTE MAGNO EMPRENDIMENTOS IMOBILIARIOS LTDA;500,00;R   RODEIO 00077 ;21/05/2018;MARIA INES ROLIM;;MARIA INES ROLIM;;B: 1 P: 5 U: 31;;;
Maio;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.08.579-00;2017-0.175.135-2;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;28/11/2017;057.113.0023-7;H.I.S; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VILA MATILDE;844,78;CONSTRUTORA E INCORPORADORA JARDIM LTDA;365,00;R   JUVENAL FERREIRA 00288 ;30/05/2018;MARIA INES ROLIM;;MARIA INES ROLIM;;B: 1 P: 3 U: 12;;;
Maio;SMUL/PARHIS/DHIS    ;PENHA                         ;2018.08.582-00;2017-0.140.084-3;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;05/09/2017;113.053.0028-8;HIS 2; ZM;ZONA MISTA DE BAIXA DENSIDADE.;VL MATILDE;649,20;FRANCISCO DAVID ALVES CARDOSO;320,00;R   BRACO DA CRUZ 99999 LT 27 QD 37;30/05/2018;;;EDUARDO AFONSO PORTAS;;B: 2 P: 3 U: 12;;;
Maio;SMUL/PARHIS/DHIS    ;SANTO AMARO                   ;2018.07.272-00;2017-0.105.168-7;ALVARA DE APROVACAO DE EDIFICACAO NOVA;29/06/2017;088.139.0004-1;"HIS 2; NR1"; ZDE-2;ZONA DE CENTRALIDADE POLAR - A.;JURUBATUBA;31.536,36;PATRIMONY ADMINISTRADORA  DE BENS SA;9.164,00;R   GALENO DE CASTRO 000730 ;10/05/2018;BENX EMPREENDIMENTOS IMOBILIARIOS LTDA;JOAO CARLOS DUTRA MENDES;RUBIO & LUONGO ARQUITETURA LIMITADA;DEMOSTHENES MAGNO SANTOS;"B: 1 P: 10 U: 178; B: 1 P: 10 U: 139; B: 1 P: 10 U: 183; B: 1 P: 10 U: 134";;;
Maio;SMUL/PARHIS/DHIS    ;SAO MATEUS                    ;2018.06.956-00;2016-0.136.490-0;ALVARA DE APROVACAO DE EDIFICACAO NOVA;15/06/2016;194.231.0001-4;H.I.S; ZEIS-2 / ZEIS-2/L056;ZONA ESPECIAL DE INTERESSE SOCIAL - 2.;JD CONQUISTA II;9.668,76;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO;3.055,40;R   CINQUENTA E TRES (IGU) 99999 QD 60;03/05/2018;MARCIO HENRIQUE PACIFICI DIAS;;RUBEN CARLOS OTERO MARQUEZ;;"B: 1 P: 12 U: 84; B: 1 P: 10 U: 63";;;
Maio;SMUL/PARHIS/DHIS    ;SAO MATEUS                    ;2018.08.117-00;2017-0.150.931-4;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;29/09/2017;150.118.0011-2;"H.M.P; HIS 2"; ZC;ZONA MISTA DE MEDIA DENSIDADE.;ITAQUERA;815,57;NEW TREM BALA PARTICIPACOES LTDA - ME;306,00;R   ANDRE DE ALMEIDA 01378 LT 3 Q 5;23/05/2018;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;B: 1 P: 5 U: 22;;;
Maio;SMUL/PARHIS/DHIS    ;SE                            ;2016.26.402-03;2018-0.040.207-0;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;18/04/2018;018.022.0086-1;H.I.S; ZCP-A/001;Z8-007/02.;BOM RETIRO;;BANCO ABC BRASIL SA.;8.383,00;R   AFONSO PENA 00560 ;10/05/2018;;;;;;;;
